col_0,col_1,col_2,col_3,col_4,col_5
,Reference,Localité,Profondeurs,VBS,Caractéristique
,1,Tchamba,1,1.02,Sol sablo limoneux sensible à l'eau
,1,Tchamba,1.5,1.04,Sol sablo limoneux sensible à l'eau
,1,Tchamba,2,2.71,Sol sablo limoneux plasticité moyenne
,,Tchamba,Moyenne,1.59,"sol sablo argileux, peu plastique"
,2,Alibi,1,4.23,Sol limoneux de plasticité moyenne
,2,Alibi,1.5,1.73,"Sol sablo argileux, peu plastique"
,2,Alibi,2,1.67,"Sol sablo argileux, peu plastique"
,,Alibi,Moyenne,2.54,Sol limoneux de plasticité moyenne
