col_0,col_1,col_2,col_3,col_4,col_5
,,Reference,Localité,Profondeurs,Densité Absolue
,,1,Tchamba,1,2.56
,,1,Tchamba,1.5,2.31
,,1,Tchamba,2,2.73
,,2,Alibi,1,2.49
,,2,Alibi,1.5,2.49
,,2,Alibi,2,2.44
