col_0,col_1,col_2,col_3,col_4,col_5,col_6
,,,Tamis,Masse de refus cumulées,Refus cumulés,Passants (%)
,,,0.0634,,,50.34
,,,0.0475,,,38.76
,,,0.0353,,,27.86
,,,0.0235,,,15.74
,,,0.014,,,7.9
,,,0.008,,,8.93
,,,0.005,,,6.64
,,,0.0035,,,6.51
,,,0.0029,,,6.51
,,,0.0025,,,6.51
,,,0.002,,,6.48
,,,0.0014,,,5.78
