col_0,col_1,col_2,col_3,col_4,col_5
,,Ouverture du tamis (mm),Masse de refus cumulés (g),Refus cumulés (%),Passants (%)
,,0.066,,,20.56
,,0.046,,,16.21
,,0.033,,,18.54
,,0.0205,,,17.86
,,0.012,,,17.19
,,0.0071,,,15.85
,,0.0045,,,14.5
,,0.00265,,,13.83
,,0.00137,,,12.49
