col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
LIMITE DE PLASTICITE,,,Nombre de coups,12,15.5,18.7,21.5
AF12,AF4,A1,N de la tare,VBS,AF18,AF8,V1
13.06,13.13,13.77,Poids total humide,49.03,51.09,55.33,66.59
12.57,12.64,13.16,Poids total sec,44.69,45.93,48.09,57.63
10.75,10.77,10.79,Poids de la tare,33.16,33.71,32.97,40.55
0.49,0.49,0.61,Poids de l'eau,4.34,5.16,7.24,8.96
1.82,1.87,2.37,Poids du sol sec,11.69,12.22,15.12,17.08
26.92,26.2,25.74,Teneur en eau,37.64,42.23,47.88,52.46
,LP= 26,,,IP= 19,,,LL=45
