col_0,col_1,col_2,col_3,col_4
,Ouverture des tamis (mm),Masse de  refus  cumulés  (g),refus  cumulés  (%),Passants  (%)
,0.0703,-,-,57.42
,0.499,-,-,57.32
,0.0354,-,-,53.31
,0.224,-,-,51.49
,0.0159,-,-,46.8
Analyse granulométrie par  sédimentométrie,0.0113,-,-,41.14
,0.008,-,-,31.122
,0.0057,-,-,224.75
,0.0033,-,-,24.08
