col_0,col_1,col_2,col_3,col_4,col_5
,Tableau 3-8: Résultats de l'essai Los Angeles sur les concassées de Lilikopé ,,,,
,,Essai,Résultat obtenu,Résultat exigé en couche de fondation,Résultat exigé en couche de base
,,Los Angeles,28.47,inf ou egale 40,inf ou egale 30S
