col_0,col_1,col_2,col_3,col_4,col_5
,Tableau 3-9: Résultats de i'essai Micro Deval sur les concassées de Lilikopé,,,,
,,Essai,Résultat obtenu,Résultat exigé en couche de fondation,Résultat exigé en couche de fondation
,,Micro Deval ,15.63,inf ou egale 35,inf ou egale 25
