col_0,col_1,col_2,col_3,col_4,col_5
,,Ouverture des tamis (mm),Masse de  refus  cumulés  (g),refus  cumulés  (%),Passants  (%)
,,0.0661,-,-,34.08
,,0.0471,-,-,28.91
,,0.0336,-,-,24.76
,,0.0215,-,-,19.14
,,0.0126,-,-,15.39
,,0.0073,-,-,13.97
,,0.0045,-,-,12.42
,,0.0027,-,-,11.01
,,0.0013,-,-,8.54
