col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
,,,,Tamis,Masse de refus cumulées,Refus cumulés,Passants (%)
,,,,0.0585,,,36.26
,,,,0.0447,,,27.09
,,,,0.0331,,,20.67
,,,,0.022,,,13.33
,,,,0.0129,,,10.58
,,,,0.0076,,,7.84
,,,,0.0047,,,6.01
,,,,0.0033,,,5.57
,,,,0.0027,,,5.12
,,,,0.0024,,,5.1
,,,,0.0019,,,5.1
,,,,0.0014,,,5.1
