col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
,,,,Tamis,Masse de refus cumulées,Refus cumulés,Passants (%)
,,,,0.065,,,52.71
,,,,0.0485,,,42.88
,,,,0.0355,,,35.87
,,,,0.0232,,,28.85
,,,,0.0137,,,24.29
,,,,0.0079,,,24.36
,,,,0.0049,,,21.84
,,,,0.0035,,,20.45
,,,,0.0028,,,20.45
,,,,0.0025,,,19.05
,,,,0.002,,,19.05
,,,,0.0014,,,16.23
