id,essai_id,systeme,classe,reason,version,computed,source,meta,created_at,updated_at,created_by,updated_by,created_by_batch,updated_by_batch,deleted_by_batch,deleted_at
3f18239f-fe8a-4584-871d-7424dde9fe11,d2a8448a-7338-410d-ab76-be9a9273b167,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
cc1ea389-eab7-401e-8c4f-bf9fb19886a1,b744e8c0-8d62-4335-8c63-3d34ed4b9158,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
af60b8ef-ee2a-432a-8569-862ce38c18d0,729db7be-950a-44cd-a6a5-c03bf0402580,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
f974b14d-b2a5-4cf5-a562-5f31844a6bd8,d2a8448a-7338-410d-ab76-be9a9273b167,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
dfedef72-097d-4a00-9f21-326a8023abfd,afc95b34-458e-4551-a73e-eba6e2dc4f3e,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
ae4421b2-36bc-471d-b346-8cfa0b27da5b,6d9197d5-69b6-4a60-a901-31e5fa755d51,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
ff0b0207-3618-40cb-a7da-1a5da851fda1,cf869d4d-0b69-49d5-a19f-1fbea0b366de,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
a9f2d07c-7900-4646-8f71-147a91f44ac2,afc95b34-458e-4551-a73e-eba6e2dc4f3e,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
0c5656ff-f918-4d33-86bb-e2ac7768dab4,6d9197d5-69b6-4a60-a901-31e5fa755d51,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
f2ba3fb8-5b14-4139-a6c0-cdec6fe7762b,cf869d4d-0b69-49d5-a19f-1fbea0b366de,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
06bde317-a18b-4c9a-900d-d580829b3201,0507ee16-7182-4a51-9960-2d398bd9287c,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
bbda48ef-dcf3-48fe-ad9c-1f2999a7b81c,1f0712a5-7ada-4cea-9397-31ccab2e1ff6,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
811dbf35-fa79-4e95-9e1d-11a246ba7e19,ec6f4d97-a23f-42c0-ae27-752fbfaea1b9,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
33e23ccd-ad8b-4a47-b3c1-0f5c19d30d99,0507ee16-7182-4a51-9960-2d398bd9287c,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
d086aff3-44bb-4bb2-a4dd-dfd52c587fb3,1f0712a5-7ada-4cea-9397-31ccab2e1ff6,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
ac6e4a9a-3c70-408c-b677-50955afe82cf,ec6f4d97-a23f-42c0-ae27-752fbfaea1b9,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
b13a1288-650f-49d4-843f-8ee825a880c8,2cc089bd-69a7-4f6f-a135-f68167fadf6d,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
b1d15517-5bf9-4aaf-a55c-b0c1188962b2,2bc0d017-5e9d-4d5d-a16e-f188a432e4eb,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
6a5f9943-f724-4456-8af6-6bcc60d3bbee,6b18e9b8-c2dd-4cbc-8552-7f94356ae65e,AASHTO,sol argileux,Classification HRB,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
146f58e0-518c-4741-b291-3fbd1e9c00bb,2cc089bd-69a7-4f6f-a135-f68167fadf6d,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
bc3ac5a2-fe4d-4356-9c1b-0ec8f2544a37,2bc0d017-5e9d-4d5d-a16e-f188a432e4eb,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
be346730-f683-421b-a3f2-aa70282f2199,6b18e9b8-c2dd-4cbc-8552-7f94356ae65e,USCS,sol fin,Classification unifiée,,False,,{},2025-11-03 18:02:07.196,2025-11-03 18:02:07.196,,,MD-20251103-SOGLO,,,
