col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
,,,Limite de liquidité,,,,
,WP,WP,C18,C23,C27,C32,C38
,1,2,1,2,3,4,5
,44.96,45.37,44.86,50.72,48,47.33,49.18
,44.25,44.62,42.26,47.41,46.01,45.03,46.6
,38.44,38.55,33.76,36.35,39.19,36.8,37.1
,12.22,12.36,30.59,29.93,29.18,27.95,27.16
