col_0,col_1,col_2,col_3,col_4,col_5
,,Ouverture du tamis (mm),Masse de refus cumulés (g),Refus cumulés (%),Passants (%)
,,0.069,,,25.26
,,0.0475,,,20.55
,,0.0345,,,17.87
,,0.0215,,,17.19
,,0.0125,,,15.85
,,0.0073,,,15.17
,,0.00465,,,14.49
,,0.00275,,,13.81
,,0.00139,,,13.12
