col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
,,,,,AGS NASSABLE  (2m),,
,,,,,Ouverture du tamis (mm),,Passants (%)
,,,,,0.038,,17.59
,,,,,0.027,,16.73
,,,,,0.0192,,15.88
,,,,,0.0122,,15.03
,,,,,0.0087,,14.17
,,,,,0.0062,,13.31
,,,,,0.0044,,13.31
,,,,,0.0031,,11.61
,,,,,0.0026,,11.61
