geom,date_sondage,source,meta,code,depth_m_min,depth_m_max,maille_code,adm1_name,adm2_name,adm3_name,comment,location_accuracy,operator,notes,type_sol,location_mode,adm1_id,adm2_id,import_id,import_row_idx,loc_mode,geom_real,created_by_batch,updated_by_batch,deleted_by_batch,grid_code,localite_base,localite_key,localite,id,date,created_at,updated_at,deleted_at,adm3_id,is_geocoded
01010000208F620000FED478E92631E03FA01A2FDD24061840,,NICABOU Ninsao Vianney,{},S-20251026-001,,,,,,,,exact,,,,exact,,,,,,,,,,,S-20251026-001,S20251026001,,2b414b5e-16dc-497a-9f68-2ad2f8d9e5f8,,2025-10-26 17:55:50.112+00,2025-10-26 21:21:22.324+00,,,t
(1 row)
