id,echantillon_id,vbs,commentaire,meta,created_at
e71de58d-d0c6-4cd3-a70a-90d90c92bbfa,4774ff02-598e-4bae-9d4a-1ba7df48c879,4.55,,{},2025-11-04 18:36:12.098000
8b71644b-83f3-451c-aaca-396467e47bfc,01d18067-652a-4653-89a7-9c10a46f9c53,4.88,,{},2025-11-04 18:36:12.098000
8e7a012d-8675-46f2-a9cf-1f1e128aa99e,29b792d5-5cd3-422b-ba56-53bea3760598,6.3,,{},2025-11-04 18:36:12.098000
6ef7353e-60e3-4384-9b9a-9664c362dfc7,1856bc5e-ad33-4397-b959-c6fb991a3f3e,1.33,,{},2025-11-04 18:36:12.098000
f67cd0b7-c3f8-412b-b7a8-5f6ecf01de9d,494cd7f7-6c07-48c9-b638-0535133f4fad,0.6,,{},2025-11-04 18:36:12.098000
1151f469-1319-4d4b-a6ec-5a7020dacaa6,4e50a877-aa27-4804-b323-007aed1d12f1,0.6,,{},2025-11-04 18:36:12.098000
bbf488b8-434d-42c9-87ab-2bb342656188,cc4ac179-70ee-4486-8deb-f00f7394f224,1.5,,{},2025-11-04 18:36:12.098000
8f79bbef-24f9-41e7-8265-082123935172,a1611907-3b62-4881-8145-24c037c5661b,0.6,,{},2025-11-04 18:36:12.098000
6a801a4e-60a2-46d5-8cfc-ec77783a176e,cfd3127c-40b3-401d-bb58-e9baa8a9127a,0.6,,{},2025-11-04 18:36:12.098000
94dadea0-a1f3-4d79-8468-de30355f4e01,da9fbee0-d051-495d-8f3a-a70fead1f23e,2.33,,{},2025-11-04 18:36:12.098000
1e9e4f46-31fb-47f7-a9a6-69e906d702d5,ed5fd863-61d4-4397-8368-592ba4d4b634,0.6,,{},2025-11-04 18:36:12.098000
70204d24-42fc-47a4-9167-b4e9d906e159,d3b38c47-5c82-4e62-a644-34f6cd3f1681,0.6,,{},2025-11-04 18:36:12.098000
a6e08795-1120-4327-8e19-5284b5ba29b4,546d4cc2-1ba2-486d-b857-65ecd69417f5,3.74,,{},2025-11-04 18:36:12.098000
fd90c5fb-91b9-49da-b780-cb0aa731930d,bb8f2b5f-a30f-4965-8210-ffafe7aaf364,3.4,,{},2025-11-04 18:36:12.098000
30cf599d-e2ae-47ab-b16e-6a21931159f5,16b91023-a138-4480-8184-1132aa24867b,4.1,,{},2025-11-04 18:36:12.098000
999721c5-ef05-44c1-9865-1473ec813d92,ae659a9f-a46a-4ab4-adb9-8659714db58f,6.56,,{},2025-11-04 18:36:12.098000
05d30c55-1b44-43af-b70b-06077f25f187,5900a979-9876-4eaf-a1a3-624ca97de1ea,5.27,,{},2025-11-04 18:36:12.098000
338041b9-0eb8-4859-91d8-3e9656ea0bf1,dcd7c5eb-39b9-4ff6-8b76-628949293f7c,3.58,,{},2025-11-04 18:36:12.098000
246b7569-e1db-48e5-8e84-8c40c3161008,c9864b8e-8e08-487f-ac5c-f1eb5e4783fc,2,,{},2025-11-04 18:36:12.098000
78f76b47-8120-4001-95ec-1be74dffc908,f9acdd75-2f01-40aa-9f89-9702ce3a4431,3.33,,{},2025-11-04 18:36:12.098000
124c0de5-6287-4796-8766-cdfbd1dd0871,c448882b-c894-4dd1-8285-3a51da75f293,3.33,,{},2025-11-04 18:36:12.098000
ef45a743-f22c-4ad7-9486-cf1ea23b3336,7160eb92-d9af-42be-9b0d-7c004c129702,1.82,,{},2025-11-04 18:36:12.098000
ad74c6dd-f4f5-4d97-b681-101d6f7523d3,84ec1598-a0e5-436b-a3b8-a7862e5c79d4,3.78,,{},2025-11-04 18:36:12.098000
89269288-a984-4803-9292-144f76467996,cb7e7f3d-614b-4237-afea-cba25054bd2c,5.5,,{},2025-11-04 18:36:12.098000
106ea967-0ca5-4fd3-99be-675eab3fcbcc,0bf638d2-85a1-4dae-ad3a-64b795f9000f,5.2,,{},2025-11-04 18:36:12.098000
5e0ed49f-9f55-4666-ba57-3d9e1b892431,a94bbcbb-f920-44ac-a177-47721197635e,7.4,,{},2025-11-04 18:36:12.098000
5ce339e5-71f7-450b-a5f5-65854c3bc958,cedcf71b-9415-43d4-b2bb-fb755166855e,10.3,,{},2025-11-04 18:36:12.098000
a78d2e08-62af-439e-8619-0a79a1e36e7f,91fbdee4-5e9d-4288-bc8c-65ff121217bc,1.32,,{},2025-11-04 18:36:12.098000
0c60d6cc-1659-4c63-a6e0-ed95345b46c8,14cef9d6-b3e1-4004-a907-6ef1dceb33d9,1.4,,{},2025-11-04 18:36:12.098000
80efffc7-3720-4518-b314-d6e7ea547509,c9cef3e7-6348-45c0-8c3f-e97093772ee2,2.18,,{},2025-11-04 18:36:12.098000
a502752c-cd96-4727-9d74-db0fc3a9832f,e1c561bf-ee53-4230-a9f3-5a68bad7da37,1.32,,{},2025-11-04 18:36:12.098000
5cc58257-6f3c-4cd0-b7ee-2d9c769295bb,42689b8e-3a58-4f72-958f-36d16e6192eb,1.4,,{},2025-11-04 18:36:12.098000
9a79cf33-3470-4d21-a2db-909706ba2c21,c4bad5e4-cba7-4fbd-a80b-59effeb3c5de,2.18,,{},2025-11-04 18:36:12.098000
6ed68a2d-e742-42bf-963e-5e5e7cb3c233,ec5e256a-c29e-4b99-85dd-cec7232e0fed,3.33,,{},2025-11-04 18:36:12.098000
f37be10c-8b0a-4ef4-b74a-4de7f7c07b46,7a9738a8-eee2-43c4-81d0-c43dbeb11464,3.33,,{},2025-11-04 18:36:12.098000
f7f4c884-1af2-4e27-a6c1-fb0c2d8e2e72,d238ae11-3069-4638-99c1-a428991f8413,4,,{},2025-11-04 18:36:12.098000
32d048b2-c094-4d79-9518-bab325cc6400,a4865e57-5496-4226-b39c-6de5fba815b4,1,,{},2025-11-04 18:36:12.098000
1bd91f5b-e2cd-48de-9137-e871f835cdaa,d699a23d-e8a3-45d8-8fa5-bcb71566a06c,4,,{},2025-11-04 18:36:12.098000
571c186a-af65-41fb-a40b-920e4d213484,505bfe06-2f85-4d13-bb25-82968788822d,1.6,,{},2025-11-04 18:36:12.098000
c72bc8e9-6f90-4ec8-b634-b10e30d34228,0ee0edb5-3fe2-4154-90d9-897bb8747994,1.28,,{},2025-11-04 18:36:12.098000
0315ac41-cf79-4ee0-a575-e465a79d2039,9a5e057c-04e4-43e9-88a5-cc67dc4c60b8,1.7,,{},2025-11-04 18:36:12.098000
19b827f3-592b-424e-9fa5-fb1e5155302d,c8b989ad-caa9-46b0-84e9-1e0898eb9041,1.88,,{},2025-11-04 18:36:12.098000
b79690fa-c3bc-4a4e-b7b3-9852dd24347d,09e75951-c8a7-4e15-a2f2-c50045e4f59c,5.99,,{},2025-11-04 18:36:12.098000
37ebfc51-f24d-44db-ae68-b798d8c26f14,95cc2011-439b-4bcd-8c5e-5d4771e1cba1,7.66,,{},2025-11-04 18:36:12.098000
63e8a1b9-d174-4b56-8fdc-62e758a4f89e,40ef463d-ee97-4d08-9e0b-8381c8cd2877,8.33,,{},2025-11-04 18:36:12.098000
ab2bdeef-506d-4086-bfa3-56fb3e2669d0,b6951697-08f1-4602-aece-aae2f56cd09c,3,,{},2025-11-04 18:36:12.098000
19292f82-9aa3-4840-976f-23c386b0b62d,1d79a4e1-43b3-4bd5-b7b5-d03ccde3280f,4.5,,{},2025-11-04 18:36:12.098000
dbf0b263-1522-4768-960a-e4c20294d1e5,85f073cb-3ec3-47fd-9cdc-1f4542df4dd5,5,,{},2025-11-04 18:36:12.098000
96e947e2-032a-4037-aec5-82c76af03d65,12c1f08b-8b7c-45d1-a79d-e8b28b54c26b,1.64,,{},2025-11-04 18:36:12.098000
a5deb7ab-703a-4eff-855a-b3732b2242e4,9188ce4b-3345-468e-b392-c3e5c51a3f48,2.75,,{},2025-11-04 18:36:12.098000
d2f54a23-a6f7-49a2-bccb-a7213dba06af,d5192185-3892-4e5e-979f-f426da2a60f7,2.64,,{},2025-11-04 18:36:12.098000
bc8b4d25-ed40-4eb6-ba16-16db50a74697,aa984908-df57-4cb6-a05f-d88e2d3097ab,4.26,,{},2025-11-04 18:36:12.098000
ab0d7c69-1fbc-483e-9f3c-846e75770502,1fffe368-63b3-4cf5-bc6f-f859b4f741b1,6.51,,{},2025-11-04 18:36:12.098000
8aef3816-141f-44f0-8d64-5abee119a59f,c4cd38d4-1951-4bc7-98f2-60146e06137c,6.83,,{},2025-11-04 18:36:12.098000
96147356-9547-4913-a56b-adc4535d52eb,9a06eb49-7619-4d26-97f5-f4547115f758,2,,{},2025-11-04 18:36:12.098000
e473e517-1336-4439-96e7-e192c7ad880b,caa15cce-b8dd-4f32-ab0b-d7991794e16b,2,,{},2025-11-04 18:36:12.098000
8f19fb0f-5703-441f-85a6-8121e4073d41,58d1599c-970d-4315-96de-23f06af07d9f,2.33,,{},2025-11-04 18:36:12.098000
737d80ed-3c9e-4bc3-8857-e57c1de0213b,1a29aaaa-0bdd-483d-89de-b42c2e057210,3.77,,{},2025-11-04 18:36:12.098000
75e342fb-c038-4c66-b3e3-03ee6f96533c,cd5d8d6c-3163-4423-9a85-7da6639071fe,4.13,,{},2025-11-04 18:36:12.098000
e1cf6dc8-fb78-455c-98fb-1a374ec16474,b856a9e9-5630-4020-a65f-12077211b9ac,4.45,,{},2025-11-04 18:36:12.098000
0d8bbfbb-e9d7-4e1b-8249-2acc1c54a906,cf0abe78-442a-4809-b523-f651d85c3a21,6.23,,{},2025-11-04 18:36:12.098000
2639cf89-edf6-43ea-811f-c143bde8b18a,150c8941-5f37-48e5-abc5-96d1bb088675,6.42,,{},2025-11-04 18:36:12.098000
8cecbf9e-11bf-472f-8f5b-44a1b8b44717,d8bf4e2b-221b-4e5a-9215-ca984b4e3d62,6.61,,{},2025-11-04 18:36:12.098000
46da4751-eb9c-4ef7-bf38-3df0c779caf9,2c0e5f93-75fb-4e15-83d7-311af1dce9c5,5.55,,{},2025-11-04 18:36:12.098000
76baae18-fd82-4cad-914e-324d40967a5e,db3249ed-a535-4c21-9502-ae1dbca88472,5.69,,{},2025-11-04 18:36:12.098000
3a7231f4-dc3c-4054-a76e-0afe7909b6c0,4b5ec63b-2845-483c-9001-a4d9f558ddb3,5.71,,{},2025-11-04 18:36:12.098000
ae41065d-4bd3-4f61-b17c-bb787754951b,25145d29-dfb3-410c-b4ad-25e05ead6930,4.16,,{},2025-11-04 18:36:12.098000
e7616424-3df1-4efa-85c5-28a59e8ddf30,c6b86d84-4982-4609-9aff-54ad10bfd36f,4.33,,{},2025-11-04 18:36:12.098000
97d38e41-a86b-43d8-9874-a02ac7147670,4a352e24-d4c2-4620-8a47-24c2e9f5c9b1,5.16,,{},2025-11-04 18:36:12.098000
0c22e789-a60e-4a7c-8044-6ffe24ee3e1e,c3ee772a-c555-46e2-8f36-b653221aa8ff,0.56,,{},2025-11-04 18:36:12.098000
3ab0abe8-5f98-43fa-89c1-3d66d76f6bcb,18dd891a-01c6-49d3-8afa-0acd0fc5358a,0.62,,{},2025-11-04 18:36:12.098000
0bc2c7bc-6fcb-47ca-8b2d-8a07e67af80a,fee6fcc0-156d-43f5-92ac-2151f78bf59c,1.59,,{},2025-11-04 18:36:12.098000
5565d1aa-cecf-4515-8b38-1d82cb686ae9,dd7b7628-78a5-4a38-87ba-e48c9e3a24e0,2.61,,{},2025-11-04 18:36:12.098000
8d15a875-1288-40d9-9489-137f5d038ab1,1d37100f-f1f0-433d-97e2-800f8649a9d4,2.73,,{},2025-11-04 18:36:12.098000
a04eafa7-dbff-4c85-a1d9-fc94e02baff9,180720ab-a250-43e1-ab9b-6d91ceec259d,3.79,,{},2025-11-04 18:36:12.098000
0290a3e6-f61f-4557-9024-432aebe07dbd,ad009b0d-29b3-4383-9f99-9c9b85df7b27,1.47,,{},2025-11-04 18:36:12.098000
1690ef0e-6db5-4d57-9369-c81060134086,709ebcf9-3635-481b-8f45-9f9fe7bd4578,0.34,,{},2025-11-04 18:36:12.098000
8afba876-5fda-4abc-8899-dec404bf2312,081069c4-880a-4d49-9ec1-b59232062599,1.07,,{},2025-11-04 18:36:12.098000
7886f588-9917-4c52-aef2-ffd71f1a4dc9,8f2cd791-c10e-4947-bcf1-55b72d9033dd,3.45,,{},2025-11-04 18:36:12.098000
9b4f989a-ae1f-4084-bed1-c5e7ff2ad7bc,17ef2c43-5241-47cd-a1e9-0ebd157c25d4,4.38,,{},2025-11-04 18:36:12.098000
58cc3549-0297-425d-87f8-6aedea504be6,0e7a9a4d-94ef-43fe-b071-4984eaec066f,4.71,,{},2025-11-04 18:36:12.098000
945fb3df-05cc-4a96-8673-f0a9599130d4,4f5cab58-b6c7-4957-bcb7-7fd2ca64dfe1,1.11,,{},2025-11-04 18:36:12.098000
e440bbb6-da97-4796-ba43-1c19f086205e,86412f3c-37ef-4dec-83f2-672f12f7301f,1.25,,{},2025-11-04 18:36:12.098000
10c8fb4c-ace8-4813-95f9-26c66429ad01,83365855-c92b-4a0c-9994-8738db1f08b1,1.95,,{},2025-11-04 18:36:12.098000
c95b80e5-432a-4f9b-ad24-12828e186960,2b570c45-58bd-4224-b42f-f7ba4c32f98d,1.23,,{},2025-11-04 18:36:12.098000
ebb73974-e8b4-4c20-8d00-1af9b6205b2b,5ca2a066-f97a-45f9-a793-c9faac40235d,1.25,,{},2025-11-04 18:36:12.098000
8b8db69a-4d43-447e-9431-a4aacafcbc05,e4048cb9-d682-4ddd-abc3-ba61e5825ad1,5.1,,{},2025-11-04 18:36:12.098000
eae7d981-5758-4213-a504-91099a81619d,ce0dc0c3-7ffe-434d-8b36-05b2f43dee41,1.51,,{},2025-11-04 18:36:12.098000
0adba7b4-01f1-4168-a591-5e3e4a759a19,bf3e8ea0-fc44-4881-8dd6-ad7c04f4f151,2.27,,{},2025-11-04 18:36:12.098000
884aa0b5-6e33-4994-8929-205ed01d36dd,a78a7e20-0a80-4682-817d-bb8261a5984c,2.37,,{},2025-11-04 18:36:12.098000
e1680d41-91ec-4ea4-9185-9a51232b618c,f45d838a-bab5-4c02-b096-18de8cefeb46,3.06,,{},2025-11-04 18:36:12.098000
d0f82177-d654-469e-b68a-e9ec1989827a,52480c09-80cc-488d-aca9-53d6ec7ad7fc,3.85,,{},2025-11-04 18:36:12.098000
2424a600-16cd-42b7-944f-1a42028b3380,d12ef761-f847-412c-9db1-1221db911124,3.68,,{},2025-11-04 18:36:12.098000
292ded6d-ef76-4d22-8daa-19ab784dbb9b,a456eb40-cb07-4230-9d09-c4df0a671852,0.91,,{},2025-11-04 18:36:12.098000
d074a758-e74e-4274-8b0d-6e8436329b16,ed0ea3b3-9cf9-41cd-b008-0aca0b6ba26f,1.4,,{},2025-11-04 18:36:12.098000
e04a8af8-01cd-48a9-b691-c38d8b42c65c,940cd5f1-4f44-4ab5-be69-fdf3a61d5064,1.91,,{},2025-11-04 18:36:12.098000
4f7e03a0-9ed0-4c31-bccd-74a5a226e460,a0105a48-c2d8-41da-a6de-17e1e97bdf12,3.43,,{},2025-11-04 18:36:12.098000
1c38704c-f97f-4eaf-b4fe-69f5ddf5882d,13298835-4f98-48e9-9b8b-cf461bf427cf,3.11,,{},2025-11-04 18:36:12.098000
4a91a7b4-fe7c-4613-9157-9e104fc3ab79,cd6f9051-9577-48bb-ae36-38b952801f65,2.77,,{},2025-11-04 18:36:12.098000
bcc7237c-7fe3-4128-b857-3e9ab92b2fb1,9668d955-09b3-4f6d-8c2f-85a174cc6cd5,1.13,,{},2025-11-04 18:36:12.098000
4cf8daf3-8f36-4a50-acc5-4b19664df3f3,105fce7e-e6b3-4ace-bdc2-d6e9fbb6b30e,1.08,,{},2025-11-04 18:36:12.098000
39e375dd-d483-4289-bd86-846a8c6500f1,d32e1f42-0528-4dcb-b9bf-8b38115e175a,0.98,,{},2025-11-04 18:36:12.098000
7af73eba-a6eb-47fc-ad54-08d15731d110,ef0191ee-6046-4220-b623-a3cb38ab7523,1.44,,{},2025-11-04 18:36:12.098000
367b36d5-fa71-4663-bfb8-a9fcc70a30bd,2afd354c-1e06-4628-912b-e2532d4491da,2.47,,{},2025-11-04 18:36:12.098000
afb5533d-5f76-4bcd-a339-44ae178d7cd8,7328f451-06da-4f4b-b787-7c9b64a3b6e9,3.25,,{},2025-11-04 18:36:12.098000
7597cf55-9541-4430-be7f-54989a3b9d15,7350fbc1-de97-4b35-ae27-0dfc3665b222,1.48,,{},2025-11-04 18:36:12.098000
43242a71-237f-44be-b395-94c26aed2733,0b97aa89-d1b3-4ee0-aca7-1be152db4089,2.23,,{},2025-11-04 18:36:12.098000
1f0b9781-7402-43c7-9d07-524e2e1ac870,0e29807b-58f1-4233-a6b0-f7e54485a00d,3.61,,{},2025-11-04 18:36:12.098000
dfba0a26-ddff-4493-92e2-79c8d02d7612,1aa1d3c5-a826-4e1f-9a1c-77d31ad381ce,1.5,,{},2025-11-04 18:36:12.098000
dd98dcfe-e942-4db8-9ed3-50c212cf9ba0,7426e191-3a56-449b-943b-f9d8accda189,1.89,,{},2025-11-04 18:36:12.098000
09d5237d-6590-4ad5-a43f-dd8237964fc6,39038b6e-cfda-4641-86b0-4c2b2d6edf97,3.59,,{},2025-11-04 18:36:12.098000
a35c2ce4-5826-44be-8ec0-619231c1652a,6fd99fce-6de8-4b49-85ea-e67b9c0bffd5,1.13,,{},2025-11-04 18:36:12.098000
f7595080-ca2a-441d-8a79-2fa9f3e4c051,dd2d5d6c-8388-4ab1-9fa5-a854ac01bd86,1.16,,{},2025-11-04 18:36:12.098000
a4a1597b-96d0-4878-9cad-271d4fd176e8,00bdcd2f-92ff-42e0-bf9a-ef6294897a61,1.17,,{},2025-11-04 18:36:12.098000
49a76b6d-a630-4340-b25b-2d928635d2b5,20a1ea56-b011-40d1-93a5-d7d99136e9a3,1.03,,{},2025-11-04 18:36:12.098000
1b7930ef-5ea2-4777-98ef-2da461f1ccf6,82a18440-531c-4a92-92e3-1176ca449e9c,1.11,,{},2025-11-04 18:36:12.098000
804feea1-7864-4794-8810-1341d751e443,8d41e44d-6deb-48ee-bc7b-1812bf156c05,1.48,,{},2025-11-04 18:36:12.098000
5118fd09-eb21-40c2-8979-41d2b040d226,7e369862-a3e9-453d-ad9d-9e9b8f6911f9,1.38,,{},2025-11-04 18:36:12.098000
81501fa6-fe4f-4de3-ba22-c5f46c226970,0cec03a7-f23c-4997-b1f1-190e71bc4bfc,1.85,,{},2025-11-04 18:36:12.098000
9b7fd312-1feb-4fb2-b3ce-a398858d3d05,ca631f8e-3d15-4c61-b40b-8eb4d1177d87,2.96,,{},2025-11-04 18:36:12.098000
586efa10-bd9c-46db-9caa-b538042ab8bf,aba3cafd-3b11-409a-a711-b7021288ac54,2.34,,{},2025-11-04 18:36:12.098000
8d97e20b-9490-422b-b4c3-1ab52c25e240,114cc735-e400-4c05-a289-fe7f42456382,3.59,,{},2025-11-04 18:36:12.098000
3d95b0af-92f6-4a68-bc17-e99a684bf44f,6740890c-c3e3-463f-8b00-fa202c90bac5,0.16,,{},2025-11-04 18:36:12.098000
254202c2-0f91-4b0f-81fc-aeb39d1c87e7,eb15c97f-c86a-4c53-9cb4-501e27a5899e,0.11,,{},2025-11-04 18:36:12.098000
293772df-6acc-4aff-894d-046337310bf3,78461207-5779-4ab9-864b-e8457da9e6f9,0.72,,{},2025-11-04 18:36:12.098000
d61e50ce-74af-4a8a-a6da-63932a41fd3b,951d0cd3-3ef5-46b4-9b31-df7ced01a070,1.75,,{},2025-11-04 18:36:12.098000
f6254fe2-2768-4477-8b96-858080c5ac3a,9e29bcf2-87b7-4863-a2e3-44a3af50d8f7,1.73,,{},2025-11-04 18:36:12.098000
0e53710c-ea09-4ef8-85c9-fa4416729221,36f24413-17d4-4946-a058-1039ff4011fc,1.71,,{},2025-11-04 18:36:12.098000
ba5e679b-55cb-4832-9005-9904c32fa6a0,792f170e-18cd-4fee-84c3-c562d3164c49,4.23,,{},2025-11-04 18:36:12.098000
e54fec95-b286-4072-8342-bc997f435258,4b534a1c-4949-47b7-b369-e8a4f7fe964e,1.73,,{},2025-11-04 18:36:12.098000
993597e9-07b5-40de-9fe6-72b0a3510e30,0272c790-7713-4fcf-9138-64642c46f6aa,1.67,,{},2025-11-04 18:36:12.098000
8f5facb3-45fe-410c-b573-91c26493cd3e,e39614fe-e8e2-4c9d-bd40-61379a25dd4a,2.73,,{},2025-11-04 18:36:12.098000
312ec6d1-a82f-477a-aad0-f9df70d81fef,c8274966-4770-4787-8001-3d3df5b3a0a2,2.48,,{},2025-11-04 18:36:12.098000
ef1ee249-ee01-4d08-a336-8aa35ed3c369,af42d9b2-945f-4c0c-b6de-d481fb2dd0e6,2.44,,{},2025-11-04 18:36:12.098000
213338e2-185a-4f8a-a9f4-efd6fa25eb07,e042e5b6-c3c5-4143-a755-e7a81dd2a254,1.01,,{},2025-11-04 18:36:12.098000
320910ef-9554-4da5-b147-0ea39aa74461,56b4600a-c261-40fb-85e9-a14e8c125a3e,1.37,,{},2025-11-04 18:36:12.098000
909e7771-80fd-44f8-a961-cd49205b90d8,e7416e42-7e8a-48d4-977d-a251fb3282c4,1.37,,{},2025-11-04 18:36:12.098000
3c26b408-c111-4368-b0b0-f1aaec35e9e4,151aa74b-e8e3-415f-9c31-9acbfd53f87e,1.02,,{},2025-11-04 18:36:12.098000
9b993185-e8ef-4919-b578-7cf70de542f1,ce0cedfe-5c1e-4088-b336-366cde48efb5,1.37,,{},2025-11-04 18:36:12.098000
50034784-993d-4b39-9a18-dc413d7587e7,a7a16fce-ce4c-44e7-8d61-199608700988,1.03,,{},2025-11-04 18:36:12.098000
e550f65c-233d-419a-b714-30098de30870,6a0ae023-41c9-4c01-9a66-cab1cd8ec935,1.03,,{},2025-11-04 18:36:12.098000
71b9f3b1-ab97-4cc4-810c-efc5d1f81d7c,3f2add33-7809-456b-971e-7f1f653f5da9,0.94,,{},2025-11-04 18:36:12.098000
752c0510-1509-4e87-ae3e-3ba79451f93b,02c904a2-3ace-4243-8bcc-dc3f9696f824,1.61,,{},2025-11-04 18:36:12.098000
82489ef5-10e0-48aa-8e2f-1cfac90dc641,65177536-022d-43a0-9935-f817a7e37ddf,4.65,,{},2025-11-04 18:36:12.098000
54af1657-c4bb-4986-8f38-6bfbeac11cb3,8ce03b29-f16d-484d-ba33-854a898f1d26,3.07,,{},2025-11-04 18:36:12.098000
1e4c167e-ac45-421b-87c0-295e0d71bd6f,07edd1ef-8d03-455f-bdae-3d920b6f422f,2.47,,{},2025-11-04 18:36:12.098000
10517a53-f0a0-4ae9-93e8-0df95c970340,ed67e31d-91e1-4ea1-ab79-cbfe7c099368,4.33,,{},2025-11-04 18:36:12.098000
adabcc03-ee77-4723-adff-3a42cf1451f8,95618997-b895-4733-879a-40cec299ad93,0.29,,{},2025-11-04 18:36:12.098000
36330809-8a85-425b-839c-b990171adef9,6c70dc04-ecd2-4aae-8bcb-9cbaa2d9659c,2.12,,{},2025-11-04 18:36:12.098000
a98a0917-5dc9-45d9-a2da-28fe76f9f053,acadeda9-2fb0-4245-91f7-26bb8ca34c08,6.13,,{},2025-11-04 18:36:12.098000
9f4ff16e-e821-4d46-b6e8-d81451aae012,6d93a6b8-5220-4c9e-b822-e76c30dfaf9a,2.81,,{},2025-11-04 18:36:12.098000
d6f6fc29-dd8b-4abd-bd76-6ea8e85e85f0,551e5303-de7f-44af-a20d-424e2509adbe,4.92,,{},2025-11-04 18:36:12.098000
94f80a3d-0063-4a5c-a4e1-39731e6502c8,702fbaea-6d71-49a7-ae3c-7901f731ca08,7.53,,{},2025-11-04 18:36:12.098000
ba2ea001-04ae-4854-bb5a-af24fff415d8,09f8ffb3-d8ec-449b-8606-249393595dd7,6.4,,{},2025-11-04 18:36:12.098000
f4792cd5-0a9d-4c2c-bf34-26db163c94c1,a8b3e493-8278-4590-91b8-124e86f50723,6.13,,{},2025-11-04 18:36:12.098000
36be1d64-d369-4ab2-8975-628c84ecb45e,cfd0705f-a174-4760-99ee-b1dc89a0cdd6,1.95,,{},2025-11-04 18:36:12.098000
b96fc02a-92a4-4264-bd30-5408b3178bb5,f0c26d74-f8ed-4baa-8582-1214c2248a5a,1.93,,{},2025-11-04 18:36:12.098000
f155d109-aba7-4ca8-b058-16ab7b2292d7,52e2c1fe-c5e1-411b-88ab-56cb6d11120f,1.87,,{},2025-11-04 18:36:12.098000
d00edc28-ef4b-4dfa-80db-4ee30c195781,99562341-5312-4bb3-aa7d-7e2e8f942d17,4.39,,{},2025-11-04 18:36:12.098000
05ab83de-38e1-45c1-a381-98da01aac298,deb440f9-6c72-46ee-b83d-da012be0e4ea,4.42,,{},2025-11-04 18:36:12.098000
d331c7cd-f099-40ff-a211-06f29aa3d0f5,dad425d1-f79c-4145-911f-84d7c96887fd,2.88,,{},2025-11-04 18:36:12.098000
bbb2eb5d-34bb-41a5-a2e9-accb23ab1937,6e4d5b60-b8e3-49f3-9bc7-afe49e4aec3f,1.66,,{},2025-11-04 18:36:12.098000
f32c7732-5fca-48d5-8e8b-50c704e90b7c,d0b41934-2f17-4c9f-8625-645b3757982a,1.02,,{},2025-11-04 18:36:12.098000
4fdb5936-14e8-43ee-8620-74409be15bd9,faf760ef-dc07-4ef1-8394-d7fcc9ba02c2,1.34,,{},2025-11-04 18:36:12.098000
1835192c-4dd2-4ccd-883d-6a20e6bfd2ed,af034f81-4340-4ee6-bd4d-ea08642f3504,1.02,,{},2025-11-04 18:36:12.098000
9ae794b6-a394-4377-9f2d-1147b22b754d,bed0b742-eddc-45f1-939e-b41aeda2ca3b,1.04,,{},2025-11-04 18:36:12.098000
cc6bfd35-69e4-42f6-86fd-e67a5cc79c50,5d2821d7-50f6-4602-acde-f1a6fe3215b8,2.71,,{},2025-11-04 18:36:12.098000
e4713509-edf7-45c8-801b-238f798f6a7c,51a4333b-58cf-4a3a-8e84-2a6866ceb944,0.7,,{},2025-11-04 18:36:12.098000
d50be108-49de-4c4f-9116-c1d83df95f5e,4c943ced-700d-4606-a5d4-ff2e8875c6e4,0.79,,{},2025-11-04 18:36:12.098000
ee347bf6-58a8-4ed6-b1c5-10ac32534dbf,4d49c78e-6c2f-4c1b-9660-196c6b44858b,0.78,,{},2025-11-04 18:36:12.098000
36592bca-d17d-4ef9-a493-f77d6d344e9a,0b126296-bd65-4143-bf79-e2ef9da09b82,6.8,,{},2025-11-04 18:36:12.098000
4daf4cf5-9f40-4145-b723-3e2f1635d407,b7f7b0fb-81aa-4cdb-8ccb-7c99a3a6e56a,7.62,,{},2025-11-04 18:36:12.098000
bd660a0d-c7b3-4f5c-84c6-5c495da5ba66,f9fdf848-8d23-47f4-bc37-dd45d4996d90,6.68,,{},2025-11-04 18:36:12.098000
0f870ee3-6c44-4ba5-b048-9d94ec518cfb,fdf941a1-c75e-4db9-8812-fd57acc0a78e,7.29,,{},2025-11-04 18:36:12.098000
11553029-4457-4a11-b435-a6dec1b8b29a,235890e5-8e53-45dd-a286-370b72068d3d,7.94,,{},2025-11-04 18:36:12.098000
4052f2ec-79c5-48b1-87e0-9f586eb5fa77,ac56c6d2-1760-41f8-8119-a9a72cd019d3,6.84,,{},2025-11-04 18:36:12.098000
