col_0,col_1,col_2,col_3,col_4,col_5
,Localité/caton ,Profondeur,Limite de liquidité,Teneur en eau ,indice de gonflement
,ANIE,1,61.55,18.7,0.0304
,ANIE,1.5,35.08,6.09,0.174
,ANIE,2,24.19,9.17,0.378
,,Moyenne,40.27,11.51,0.286
,NYAMASSILA,1,67.58,5.24,0.078
,NYAMASSILA,1.5,70,5.84,0.083
,NYAMASSILA,2,53,3.3,0.062
,,Moyenne,63.53,4.79,0.075
