col_0,col_1,col_2,col_3,col_4,col_5
,,Ouvertuure du tamis ,Passants par profondeur  1m,Passants par profondeur 1.5m,Passants par profondeur 2m
,,0.076,59.97,38.43,26.14
,,0.0543,44.16,32.16,24.87
,,0.385,41.9,30.6,23.6
,,0.25,39.654,27.46,22.32
,,0.0145,32.87,22.76,18.45
,,0.0084,24.74,16.81,13.89
,,0.0052,19.32,13.37,10.85
,,0.0046,14.95,10.43,8.23
,,0.0016,5.89,4.15,3.28
