col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
,"Tableau A-2-2 : Analyse granulométrique par sédimentation de l'argile bohou (1,5m)",,,,,,
,,Analyse granulométrique par sédimentation,ouverture du tamis (mm),M.ref.partiels (g),M.ref.Cum. (g),Ref. part. %,Pas.Cum%
,,,0.0613,,,,32.91
,,,0.0463,,,,25.08
,,,0.0341,,,,19.82
,,,0.0222,,,,15.43
,,,0.0129,,,,14.55
,,,0.0075,,,,13.67
,,,0.0046,,,,12.34
,,,0.0033,,,,11.44
,,,0.0027,,,,10.55
,,,0.0023,,,,10.31
,,,0.0019,,,,10.15
,,,0.0014,,,,9.28
