col_0,col_1,col_2,col_3,col_4,col_5
,N,Localités,1,1.5,2
,1,Apéssito,58.05,63.4,63.34
,2,Bohou,34.99,31.48,33.05
,3,Campement,23.19,41.04,41.83
,4,Djidjolé,82.48,54.74,56.61
,5,Doutikopé,35.17,33.19,28.89
,6,koudjouwdè,34.88,34.58,49.9
,7,Kpawa,60.47,75.4,53.41
,8,Lama Feing,44.6,46.36,55.25
,9,Lama Tchamdè,33.72,31.16,32.34
,10,Solim,21.86,24.22,31.83
