col_0,col_1,col_2,col_3,col_4,col_5
,N,Localités,1,1.5,2
,1,Adjengré (Pounpouni),77.73,81.8,74.85
,2,Agotivé,60.61,52.23,47.15
,3,Anié,63.74,44.92,32.25
,4,Apéyéyémé,62.56,64.05,63.99
,5,Badomé,38.5,39.24,38.18
,6,Kadambara,51.97,54.6,62.96
,7,Kamina Barrage ,53.38,43.25,74.87
,8,Kamina Dakré,66.34,70.11,72.66
,9,Kaniamboua (Bago),62.52,54.5,
,10,Nyamassila,39.71,56.3,55.6
,11,Ountivou,51.41,57.3,53.52
,12,Sotouboua (Soudè),83.38,83.27,82.57
