col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
,,,,,AGS KONSOGOU T2 (2m),,
,,,,,Ouverture du tamis (mm),,Passants (%)
,,,,,0.0382,,18.02
,,,,,0.0272,,17.36
,,,,,0.0195,,16.05
,,,,,0.0125,,14.75
,,,,,0.0089,,13.44
,,,,,0.0064,,12.13
,,,,,0.0046,,11.48
,,,,,0.0032,,10.82
,,,,,0.0026,,10.88
